CMPD_CHEMBLID	SMILES	PCHEMBL_VALUE
CHEMBL574646	O=C1\C(=C\c2ccccn2)\CNC/C/1=C\c3ccccn3	7.7
CHEMBL2036343	O=C1\C(=C\c2ccccn2)\CSC/C/1=C\c3ccccn3	5.48
CHEMBL564972	O=C1COc2ccc(cc2N1)c3cc(cc(n3)c4ccc5OC(=O)Nc5c4)c6ccccc6	5.82
CHEMBL262341	O=C1N=CC=C2N=C(C(=CC12)c3ccccc3)c4ccc(CN5CCC(CC5)c6n[nH]c(n6)c7ccccn7)cc4	7.38
CHEMBL440560	O=C1NC(=C(N=C1)c2ccc(CN3CCC(CC3)N4C(=O)Nc5ccccc45)cc2)c6ccccc6	4.8
CHEMBL260184	O=C1NC=C(C=C1)c2cc(n[nH]2)C3CCN(Cc4ccc(cc4)c5nc6ncccc6cc5c7ccccc7)CC3	7.08
CHEMBL488428	O=C1NC=C(C=C1)c2nnc([nH]2)C3CCN(Cc4ccc(cc4)c5nc6C=CNC(=O)c6cc5c7ccccc7)CC3	8.1
CHEMBL444136	O=C1NC=Cc2nc(c3ccc(CN4CCC(CC4)c5nnc([nH]5)c6cnccn6)cc3)c(cc12)c7ccccc7	7.68
CHEMBL447114	O=C1NC=Cc2nc(c3ccc(CN4CCC(CC4)c5nnc([nH]5)c6ncccn6)cc3)c(cc12)c7ccccc7	7.36
CHEMBL3143722	O=C1Nc2ccccc2N1C3CCN(Cc4ccc(cc4)C5=C(N=C(Cc6ccccc6)C(=O)N5)c7ccccc7)CC3	5.76
CHEMBL408151	O=C1Nc2ccccc2N1C3CCN(Cc4ccc(cc4)c5nc6cc(ccc6nc5c7ccccc7)c8nn[nH]n8)CC3	6.84
CHEMBL258844	O=C1Nc2ccccc2N1C3CCN(Cc4ccc(cc4)c5nc6cc7[nH]cnc7cc6nc5c8ccccc8)CC3	8
CHEMBL180231	O=C1Nc2ccccc2N1C3CCN(Cc4ccc(cc4)c5nc6cc7cn[nH]c7cc6nc5c8ccccc8)CC3	6.52
CHEMBL271091	O=C1Nc2ccccc2N1C3CCN(Cc4ccc(cc4)c5nc6ccc(cc6nc5c7ccccc7)c8nn[nH]n8)CC3	7.19
CHEMBL446134	O=C1NCCc2nc(c3ccc(CN4CCC(CC4)c5nnc([nH]5)c6ccccn6)cc3)c(cc12)c7ccccc7	7.58
CHEMBL450772	O=S1(=O)CCN(CC1)c2ncc3cc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8ccccn8)cc5	6.53
CHEMBL272292	OC(=O)c1ccc2nc(c3ccc(CN4CCC(CC4)N5C(=O)Nc6ccccc56)cc3)c(nc2c1)c7ccccc7	6.55
CHEMBL273160	OC(=O)c1ccc2nc(c3ccccc3)c(nc2c1)c4ccc(CN5CCC(CC5)N6C(=O)Nc7ccccc67)cc4	6.41
CHEMBL3143723	Oc1ccc(CC2=NC(=C(NC2=O)c3ccc(CN4CCC(CC4)N5C(=O)Nc6ccccc56)cc3)c7ccccc7)cc1	5.27
CHEMBL178133	Oc1ccc(CC2=NC(=C(NC2=O)c3ccccc3)c4ccc(CN5CCC(CC5)N6C(=O)Nc7ccccc67)cc4)cc1	4.34
CHEMBL500993	OC1CCN(CC1)c2ncc3cc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8ccccn8)cc5	7.35
CHEMBL260397	Oc1nc2ccccc2n1C3CCN(Cc4ccc(cc4)c5nc6ccccc6nc5c7ccccc7)CC3	5.69
CHEMBL506077	Oc1nnc2c3cc(c4ccccc4)c(nc3ccn12)c5ccc(CN6CCC(CC6)c7n[nH]c(n7)c8ccccn8)cc5	8.17
CHEMBL3672092	OCc1cn2cc(c3ccccc3)c(nc2n1)c4ccc(CN5CC(C5)c6n[nH]c(n6)c7ccccn7)cc4	6.91
CHEMBL3672094	OCc1cnn2cc(c(nc12)c3ccc(CN4CC(C4)c5n[nH]c(n5)c6ccccn6)cc3)c7c(F)cccc7F	6.1
CHEMBL449989	OCCN1CCN(CC1)c2ccc3nc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8ccccn8)cc5	7.32
CHEMBL501612	OCCN1CCN(CC1)c2ccc3nc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8ncccn8)cc5	6.72
CHEMBL502113	OCCN1CCN(CC1)c2ncc3cc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)C8=CNC(=O)C=C8)cc5	6.55
CHEMBL449200	OCCN1CCN(CC1)c2ncc3cc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8cc[n+]([O-])cc8)cc5	6.84
CHEMBL453995	OCCN1CCN(CC1)c2ncc3cc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8ccccn8)cc5	7.51
CHEMBL455226	OCCN1CCN(CC1)c2ncc3cc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8ncccn8)cc5	7.1
CHEMBL442919	OCCNCc1nnc2c3cc(c4ccccc4)c(nc3ccn12)c5ccc(CN6CCC(CC6)c7n[nH]c(n7)c8ccccn8)cc5	7.11
CHEMBL502854	Sc1nnc2c3cc(c4ccccc4)c(nc3ccn12)c5ccc(CN6CCC(CC6)c7n[nH]c(n7)c8ccccn8)cc5	7.98
